fips,fct_date,horizon,avl_date,method,value,fct_std
1001,2020-05-03,0,2020-04-26,mob,18.883807110154432,42.88665487061153
1001,2020-05-10,1,2020-04-26,mob,18.34128684349649,35.94418490033768
1001,2020-05-17,2,2020-04-26,mob,12.779221278181256,16.092012379362966
1003,2020-05-03,0,2020-04-26,mob,45.73143993791729,81.93721494236594
1003,2020-05-10,1,2020-04-26,mob,50.84633778823361,90.60562922181784
1003,2020-05-17,2,2020-04-26,mob,54.81619661191443,55.24738211203555
1005,2020-05-03,0,2020-04-26,mob,25.12054405972977,59.29559266017831
1005,2020-05-10,1,2020-04-26,mob,22.977102545812922,52.68377419287177
1005,2020-05-17,2,2020-04-26,mob,13.692349395155235,20.482852707840813
1007,2020-05-03,0,2020-04-26,mob,41.628509959990055,157.86029422871883
1007,2020-05-10,1,2020-04-26,mob,26.085216427536448,74.86141388015398
1007,2020-05-17,2,2020-04-26,mob,16.539837855962993,29.55013059727633
1009,2020-05-03,0,2020-04-26,mob,8.06327169693236,13.666344061566141
1009,2020-05-10,1,2020-04-26,mob,7.4365564861873406,10.74275419923242
1009,2020-05-17,2,2020-04-26,mob,6.642868741957594,10.761906206388582
1011,2020-05-03,0,2020-04-26,mob,3.720078049037823,7.304684672298138
1011,2020-05-10,1,2020-04-26,mob,3.4059210395940216,6.717124896279402
1011,2020-05-17,2,2020-04-26,mob,3.8274858931489097,9.03857170237711
1013,2020-05-03,0,2020-04-26,mob,51.144762600803524,135.65854447851842
1013,2020-05-10,1,2020-04-26,mob,41.81567915256081,177.08496334670818
1013,2020-05-17,2,2020-04-26,mob,16.709040698234734,23.41096768785594
1015,2020-05-03,0,2020-04-26,mob,22.28172547437035,39.85729460349772
1015,2020-05-10,1,2020-04-26,mob,26.75599633912363,54.79902193602354
1015,2020-05-17,2,2020-04-26,mob,21.437502306439637,26.71903334783075
1017,2020-05-03,0,2020-04-26,mob,76.42215917326101,359.5863211218071
1017,2020-05-10,1,2020-04-26,mob,65.9456417510181,140.7062840230667
1017,2020-05-17,2,2020-04-26,mob,60.58258095345533,80.8946416274942
1019,2020-05-03,0,2020-04-26,mob,2.126148432287479,2.90877759147352
1019,2020-05-10,1,2020-04-26,mob,2.7256563568986683,3.8134919079645866
1019,2020-05-17,2,2020-04-26,mob,3.0305877558369416,4.629956522018269
1021,2020-05-03,0,2020-04-26,mob,14.263135033005598,31.402908156476173
1021,2020-05-10,1,2020-04-26,mob,13.65383859208632,33.914166393724884
1021,2020-05-17,2,2020-04-26,mob,13.784801677870048,18.992398156364214
1023,2020-05-03,0,2020-04-26,mob,51.65779896367,525.9024144104935
1023,2020-05-10,1,2020-04-26,mob,32.2607884658248,99.66773091661226
1023,2020-05-17,2,2020-04-26,mob,11.699938639507467,18.72604360925234
1025,2020-05-03,0,2020-04-26,mob,4.46570313025507,13.629789466088619
1025,2020-05-10,1,2020-04-26,mob,8.258194415717991,10.968032954019424
1025,2020-05-17,2,2020-04-26,mob,9.269844323761133,12.795833528068535
1027,2020-05-03,0,2020-04-26,mob,4.6610820002931375,8.599536302074878
1027,2020-05-10,1,2020-04-26,mob,4.916890893783438,10.819921347719085
1027,2020-05-17,2,2020-04-26,mob,4.866555337110324,8.506564896972424
1029,2020-05-03,0,2020-04-26,mob,3.402832276006761,5.730189474438357
1029,2020-05-10,1,2020-04-26,mob,3.4990116694091133,7.296650428089229
1029,2020-05-17,2,2020-04-26,mob,3.2988154525860423,9.175644435141736
1031,2020-05-03,0,2020-04-26,mob,57.54298968245533,108.97689525126545
1031,2020-05-10,1,2020-04-26,mob,52.394617840095684,105.29112064419728
1031,2020-05-17,2,2020-04-26,mob,34.67868465503208,46.6920396568877
1033,2020-05-03,0,2020-04-26,mob,12.507194642783046,27.995710347807922
1033,2020-05-10,1,2020-04-26,mob,12.592833736993056,24.950038397366253
1033,2020-05-17,2,2020-04-26,mob,7.736034482061245,9.750513358585986
1035,2020-05-03,0,2020-04-26,mob,3.178499753695358,7.179018225344056
1035,2020-05-10,1,2020-04-26,mob,2.975282595158009,6.580811678465344
1035,2020-05-17,2,2020-04-26,mob,3.0873590413779164,6.266536301380927
1037,2020-05-03,0,2020-04-26,mob,9.005446768848723,48.47186161223713
1037,2020-05-10,1,2020-04-26,mob,9.620213931711588,34.23911191489857
1037,2020-05-17,2,2020-04-26,mob,8.502120407164417,25.38322479032652
1039,2020-05-03,0,2020-04-26,mob,25.33344903934472,60.103793207484465
1039,2020-05-10,1,2020-04-26,mob,18.8018045164467,31.92950176236239
1039,2020-05-17,2,2020-04-26,mob,11.17779373591418,12.467639042738247
1041,2020-05-03,0,2020-04-26,mob,5.008512375479595,7.633790883095176
1041,2020-05-10,1,2020-04-26,mob,5.254194949869501,8.745450246001907
1041,2020-05-17,2,2020-04-26,mob,5.2863969447944505,8.321321988238969
1043,2020-05-03,0,2020-04-26,mob,12.873030209608558,23.220448620726575
1043,2020-05-10,1,2020-04-26,mob,11.810053724753141,27.868625364447645
1043,2020-05-17,2,2020-04-26,mob,9.278792667561953,10.961763280275724
1045,2020-05-03,0,2020-04-26,mob,11.427101008112054,22.432773095864626
1045,2020-05-10,1,2020-04-26,mob,12.435080158651655,26.156413116020246
1045,2020-05-17,2,2020-04-26,mob,7.533277461264888,9.994537217775589
1047,2020-05-03,0,2020-04-26,mob,35.44453459598818,72.47970944923733
1047,2020-05-10,1,2020-04-26,mob,26.094585763641337,62.04041544519679
1047,2020-05-17,2,2020-04-26,mob,16.769425532533134,23.327962558880696
1049,2020-05-03,0,2020-04-26,mob,25.366493692620722,47.42305430548629
1049,2020-05-10,1,2020-04-26,mob,25.743864646207534,56.857388803031434
1049,2020-05-17,2,2020-04-26,mob,18.786565832404207,24.114559757475963
1051,2020-05-03,0,2020-04-26,mob,34.87936079815573,103.99764114903601
1051,2020-05-10,1,2020-04-26,mob,31.372723521618934,54.89849381569029
1051,2020-05-17,2,2020-04-26,mob,19.369066401755205,19.96618905333632
1053,2020-05-03,0,2020-04-26,mob,17.5719038191885,44.11251979773951
1053,2020-05-10,1,2020-04-26,mob,17.736463587083758,54.1016927543255
1053,2020-05-17,2,2020-04-26,mob,8.671881470358713,12.404309099584806
1055,2020-05-03,0,2020-04-26,mob,48.79473541422721,87.15050678961592
1055,2020-05-10,1,2020-04-26,mob,45.33846588501361,76.0894568974832
1055,2020-05-17,2,2020-04-26,mob,36.08186726432156,39.22308114855585
1057,2020-05-03,0,2020-04-26,mob,2.2283519620223724,3.769819219010329
1057,2020-05-10,1,2020-04-26,mob,1.9795835884075448,3.4681442361206494
1057,2020-05-17,2,2020-04-26,mob,2.127279351362601,3.8148189707092386
1059,2020-05-03,0,2020-04-26,mob,6.694447014600319,10.206565588026617
1059,2020-05-10,1,2020-04-26,mob,7.639978311666553,10.002286968541556
1059,2020-05-17,2,2020-04-26,mob,15.667693339636891,31.683206050479942
1061,2020-05-03,0,2020-04-26,mob,2.73106327535141,4.557236434699342
1061,2020-05-10,1,2020-04-26,mob,2.7281624909620823,4.4225628798019985
1061,2020-05-17,2,2020-04-26,mob,2.554516124866578,3.5016546501873727
1063,2020-05-03,0,2020-04-26,mob,44.589267581286116,167.08173253458185
1063,2020-05-10,1,2020-04-26,mob,53.056213793750715,260.92977124690043
1063,2020-05-17,2,2020-04-26,mob,23.383982077269103,88.62514080636483
1065,2020-05-03,0,2020-04-26,mob,39.242765673071176,115.90967576801887
1065,2020-05-10,1,2020-04-26,mob,33.92746812088018,104.77317076945221
1065,2020-05-17,2,2020-04-26,mob,19.645883027289035,35.89734897309811
1067,2020-05-03,0,2020-04-26,mob,18.486944511157525,72.14763558304007
1067,2020-05-10,1,2020-04-26,mob,18.933209649931268,104.24877860720993
1067,2020-05-17,2,2020-04-26,mob,10.744785124108134,19.47366809776288
1069,2020-05-03,0,2020-04-26,mob,25.703219720312045,43.98376375768053
1069,2020-05-10,1,2020-04-26,mob,25.631397641255088,44.24956992567298
1069,2020-05-17,2,2020-04-26,mob,20.662675034368274,19.956063129029772
1071,2020-05-03,0,2020-04-26,mob,14.572080823542167,44.74112207823431
1071,2020-05-10,1,2020-04-26,mob,12.536757179578776,25.783589896666665
1071,2020-05-17,2,2020-04-26,mob,11.444725807625424,16.65314145159729
1073,2020-05-03,0,2020-04-26,mob,80.40114687285649,93.4092907450676
1073,2020-05-10,1,2020-04-26,mob,178.29217790547094,235.55839855896957
1073,2020-05-17,2,2020-04-26,mob,175.51430344024672,142.0636557355032
1075,2020-05-03,0,2020-04-26,mob,2.195911734560257,4.018822212650679
1075,2020-05-10,1,2020-04-26,mob,2.6323735811722617,5.610377374983934
1075,2020-05-17,2,2020-04-26,mob,3.2806653428145878,7.367519854396358
1077,2020-05-03,0,2020-04-26,mob,3.5539656718325894,3.9895589988124387
1077,2020-05-10,1,2020-04-26,mob,4.751417488046638,6.031952871173451
1077,2020-05-17,2,2020-04-26,mob,5.163402090705363,7.043491333628361
1079,2020-05-03,0,2020-04-26,mob,2.765818122780788,4.515522755128116
1079,2020-05-10,1,2020-04-26,mob,2.7081606103941156,3.5750885902523346
1079,2020-05-17,2,2020-04-26,mob,3.1812694758866447,6.8632891124489985
1081,2020-05-03,0,2020-04-26,mob,50.94991079503875,85.61039710951981
1081,2020-05-10,1,2020-04-26,mob,109.18979906730844,185.4383399497279
1081,2020-05-17,2,2020-04-26,mob,98.20070783732146,102.26269574203084
1083,2020-05-03,0,2020-04-26,mob,5.3787463059093685,6.002578275100785
1083,2020-05-10,1,2020-04-26,mob,5.191554280747763,5.553102093589729
1083,2020-05-17,2,2020-04-26,mob,4.457562125647106,5.949540920526634
1085,2020-05-03,0,2020-04-26,mob,134.19252010433007,542.6856940487404
1085,2020-05-10,1,2020-04-26,mob,66.95101893387454,229.29677880169066
1085,2020-05-17,2,2020-04-26,mob,20.53939586242631,44.80674631466602
1087,2020-05-03,0,2020-04-26,mob,56.480568586535426,186.9040566339452
1087,2020-05-10,1,2020-04-26,mob,26.40807483601083,72.86518955018518
1087,2020-05-17,2,2020-04-26,mob,13.336673890384546,22.697910058806084
1089,2020-05-03,0,2020-04-26,mob,13.041637296614738,10.97395707484901
1089,2020-05-10,1,2020-04-26,mob,22.640788684496414,20.799558413040604
1089,2020-05-17,2,2020-04-26,mob,21.036255990341772,17.531222606759087
1091,2020-05-03,0,2020-04-26,mob,28.93554067210732,58.98681484065185
1091,2020-05-10,1,2020-04-26,mob,29.794773578039898,72.15643663020973
1091,2020-05-17,2,2020-04-26,mob,20.516144963207235,33.478796850375474
1093,2020-05-03,0,2020-04-26,mob,26.041916463826446,52.818939081372086
1093,2020-05-10,1,2020-04-26,mob,30.281638430411075,81.88068275602642
1093,2020-05-17,2,2020-04-26,mob,21.814581313499332,32.37559418578612
1095,2020-05-03,0,2020-04-26,mob,86.59370909899641,174.35564517557572
1095,2020-05-10,1,2020-04-26,mob,102.41522783416758,160.35745840609508
1095,2020-05-17,2,2020-04-26,mob,74.18185580061487,74.34726623681158
1097,2020-05-03,0,2020-04-26,mob,266.39641819231844,339.6595831139653
1097,2020-05-10,1,2020-04-26,mob,261.85008146632833,325.27337906524787
1097,2020-05-17,2,2020-04-26,mob,382.96901783650765,307.96120244269406
1099,2020-05-03,0,2020-04-26,mob,2.139834746021472,3.1530485671926987
1099,2020-05-10,1,2020-04-26,mob,2.6908621559788646,4.420594938869097
1099,2020-05-17,2,2020-04-26,mob,2.41126442292945,3.733861139885034
1101,2020-05-03,0,2020-04-26,mob,119.3063369594432,162.3940059599372
